WOType,PONumber,Work_Order_Basic_Start_Date,ACtStartDate,ShortText,WorkCentre,Work_Order_Functional_Location,Functional_Location_Sort_Field,Functional_Location_Description,Work_Order_Type,Work_Order_Total_Actual_Cost
PM01,193,5/08/2005,0/1/00,replace failed batteries,WC1,1234.02.20,EXAMPLE,battery pack,X,22100
PM01,194,5/08/2005,0/1/00,pertec to supply and fit hoses,WC1,1234.02.21,EXAMPLE,hydraulic hoses & lines,Y,22200
PM01,195,5/08/2005,0/1/00,mindril remove stems,WC1,1234.02.22,EXAMPLE,drill rods,Z,22300
PM01,196,5/08/2005,7/08/2005,head wont come down.,WC1,1234.02.23,EXAMPLE,rotary head motors,X,22400
PM01,197,4/07/2001,5/07/2001,air cond clutch not coming in.,WC1,1234.02.24,EXAMPLE,cab a/c compressor,Y,22500
PM01,198,6/08/2005,0/1/00,oil leak under military plug pump end,WC1,1234.02.25,EXAMPLE,hydraulic pump - feed,Z,22600
PM01,199,6/08/2005,0/1/00,secure pin in breakout fork,WC1,1234.02.26,EXAMPLE,breakout fork assembly,X,22700
PM01,200,6/08/2005,6/08/2005,jump start drill.,WC1,1234.02.27,EXAMPLE,starting system,Y,22800
PM01,201,6/08/2005,6/08/2005,replace hose on carousel positioner.,WC1,1234.02.28,EXAMPLE,carousel,Z,22900
PM01,202,7/08/2005,0/1/00,carousel out problems,WC1,1234.02.29,EXAMPLE,electrical cables/controls,X,23000
PM01,203,7/08/2005,8/08/2005,fit dedicated programmed 2 way -edd 0059,WC1,1234.02.30,EXAMPLE,electrical,Y,23100
PM01,204,8/08/2005,8/08/2005,machine tripping on coolant flow,WC1,1234.02.31,EXAMPLE,cooling system,Z,23200
PM01,205,7/08/2005,8/08/2005,cannot break stems,WC1,1234.02.32,EXAMPLE,breakout wrench,X,23300
PM01,206,8/08/2005,8/08/2005,slap wrench not working,WC1,1234.02.33,EXAMPLE,breakout wrench,Y,23400
PM01,207,8/08/2005,0/1/00,replace engine outer filters,WC1,1234.02.34,EXAMPLE,induction & exhaust,Z,23500
PM01,208,7/12/2005,0/1/00,reported damaged battery terminal,WC1,1234.02.35,EXAMPLE,battery pack,X,23600
PM01,209,5/07/2001,0/1/00,tighten drill stem,WC1,1234.02.36,EXAMPLE,steels,Y,23700
PM01,210,5/07/2001,5/07/2001,refit mast,WC1,1234.02.37,EXAMPLE,frame,Z,23800
PM01,211,8/08/2005,8/08/2005,install drill rods & reamers,WC1,1234.02.38,EXAMPLE,drill rods,X,23900
PM01,212,24/08/2005,0/1/00,replace/repair carousel  gearbox  bolts,WC1,1234.02.39,EXAMPLE,carousel,Y,24000
PM01,213,3/09/2005,24/08/2005,repair oil leak at sequence valve,WC1,1234.02.40,EXAMPLE,pumps/valves/controls,Z,24100
PM01,214,24/08/2005,0/1/00,extend wiggins fuel vent hoses,WC1,1234.01.01,EXAMPLE,fuel tanks,X,24200
PM01,215,24/08/2005,0/1/00,extend engine breather hose,WC1,1234.01.02,EXAMPLE,engine lubrication system,Y,24300
PM01,216,24/08/2005,0/1/00,modify thread lube drum lid,WC1,1234.01.03,EXAMPLE,thread lubrication system,Z,24400
PM01,217,24/08/2005,0/1/00,water injection leak on mast,WC1,1234.01.04,EXAMPLE,water injection system,X,24500
PM01,218,8/08/2005,8/08/2005,repair blown down hose,WC1,1234.01.05,EXAMPLE,operators cabin,Y,24600
PM01,219,8/08/2005,8/08/2005,seizes holding wrench,WC1,1234.01.06,EXAMPLE,tool wrench cylinder,Z,24700
PM01,220,9/08/2005,9/08/2005,refill compressor oil,WC1,1234.01.07,EXAMPLE,oil - air compressor,X,24800
PM01,221,9/08/2005,9/08/2005,rectify electrical faults-compressor/eng,WC1,1234.01.08,EXAMPLE,electrical cables/controls,Y,24900
PM01,222,9/08/2005,9/08/2005,replace engine & compressor air cleaners,WC1,1234.01.09,EXAMPLE,induction & exhaust system,Z,25000
PM01,223,9/08/2005,9/08/2005,no propel,WC1,1234.01.10,EXAMPLE,hydraulics,X,25100
PM01,224,9/08/2005,9/08/2005,repair crack in hydraulic tank.,WC1,1234.01.11,EXAMPLE,hydraulics,Y,25200
PM01,225,14/08/2005,0/1/00,change out chip deflector,WC1,1234.01.12,EXAMPLE,implements,Z,25300
PM01,226,24/08/2005,0/1/00,repair fitting on carosel injector block,WC1,1234.01.13,EXAMPLE,multi purpose lube,X,25400
PM01,227,3/09/2005,25/08/2005,repair fuel leak below l/h fuel pump,WC1,1234.01.14,EXAMPLE,fuel system,Y,25500
PM01,228,24/09/2005,0/1/00,replace magic eye transmitters,WC1,1234.01.15,EXAMPLE,electrical cables/controls,Z,25600
PM01,229,10/01/2006,0/1/00,mikeda to install new pipe alarm,WC1,1234.01.16,EXAMPLE,electrical cables/controls,X,25700
PM01,230,10/08/2005,9/08/2005,replace upper starter motor,WC1,1234.01.17,EXAMPLE,starting system,Y,25800
PM01,231,10/08/2005,10/08/2005,repair electrical problems,WC1,1234.01.18,EXAMPLE,electrical,Z,25900
PM01,232,10/08/2005,0/1/00,low water alarm.,WC1,1234.01.19,EXAMPLE,coolant,X,26000
PM01,233,10/08/2005,0/1/00,no tram.,WC1,1234.01.20,EXAMPLE,propel motors,Y,26100
PM01,234,10/08/2005,10/08/2005,hyd hose leak - mast.,WC1,1234.02.01,EXAMPLE,hydraulic hoses & lines,Z,26200
PM01,235,10/08/2005,0/1/00,check & tighten all track roller bolts.,WC1,1234.02.02,EXAMPLE,track assemblies / undercarriage,X,26300
PM01,236,28/08/2005,28/08/2005,replace lube station catches,WC1,1234.02.03,EXAMPLE,vehicle body,Y,26400
PM01,237,10/08/2005,11/08/2005,repair rear jack pads centralizers,WC1,1234.02.04,EXAMPLE,vehicle body,Z,26500
PM01,238,16/08/2005,0/1/00,replace l/h top loader cylinder,WC1,1234.02.05,EXAMPLE,slide loader cylinder - upper left,X,26600
PM01,239,17/08/2005,0/1/00,hole in lower bull hose,WC1,1234.02.06,EXAMPLE,bullhose,Y,26700
PM01,240,16/08/2005,0/1/00,oil weeping rotary head seal,WC1,1234.02.07,EXAMPLE,rotary head gearbox,Z,26800
PM01,241,31/08/2005,0/1/00,check separator suction pickup lines,WC1,1234.02.08,EXAMPLE,air/oil separator,X,26900
PM01,242,31/08/2005,0/1/00,blow down valves exhausting continuous,WC1,1234.02.09,EXAMPLE,air compressor system,Y,27000
PM01,243,16/08/2005,0/1/00,emergency lighting not woring,WC1,1234.02.10,EXAMPLE,electrical,Z,27100
PM01,244,17/08/2005,0/1/00,replace e stop button .,WC1,1234.02.11,EXAMPLE,electrical,X,27200
PM01,245,16/08/2005,0/1/00,replace lifting charts & operating decal,WC1,1234.02.12,EXAMPLE,lifting equipment,Y,27300
PM01,246,16/08/2005,0/1/00,front crane not operating.completed.,WC1,1234.02.13,EXAMPLE,lifting equipment,Z,27400
PM01,247,10/08/2005,10/08/2005,hoses meeting,WC1,1234.02.14,EXAMPLE,hydraulic hoses & lines,X,27500
PM01,248,10/08/2005,10/08/2005,mack up hose and fitt,WC1,1234.02.15,EXAMPLE,hydraulic hoses & lines,Y,27600
PM01,249,10/08/2005,10/08/2005,school on new modifications,WC1,1234.02.16,EXAMPLE,drill truck mechanical  NA NA,Z,27700
PM01,250,28/08/2005,0/1/00,reseal fuel tank lid,WC1,1234.02.17,EXAMPLE,fuel system,X,27800
PM01,251,14/08/2005,0/1/00,weld hand rail post top of stairs,WC1,1234.02.18,EXAMPLE,handrails,Y,27900
PM01,252,30/10/2005,0/1/00,replace wiper motor,WC1,1234.02.19,EXAMPLE,electrical,Z,28000
PM01,253,18/09/2005,15/08/2005,replace air filter restriction gauge.,WC1,1234.02.20,EXAMPLE,induction & exhaust system,X,28100
PM01,254,11/08/2005,11/08/2005,assist operator to free mast locking pin,WC1,1234.02.21,EXAMPLE,mast lock cylinders,Y,28200
PM01,255,31/08/2005,31/08/2005,light 7 tagged out tripping earth leakag,WC1,1234.02.22,EXAMPLE,lights & power,Z,28300
PM01,256,14/09/2005,0/1/00,suply liqid nitrogen for carusel bushes,WC1,1234.02.23,EXAMPLE,carousel,X,28400
PM01,257,24/08/2005,24/08/2005,change out pump drive,WC1,1234.02.24,EXAMPLE,pump drive transmission,Y,28500
PM01,258,12/08/2005,12/08/2005,no tram r/h side,WC1,1234.02.25,EXAMPLE,final drive - right,Z,28600
PM01,259,11/08/2005,11/08/2005,r/h track won't tram,WC1,1234.02.26,EXAMPLE,hydraulics,X,28700
PM01,260,11/08/2005,12/08/2005,burnt out wiring replace/repair,WC1,1234.02.27,EXAMPLE,electrical cables/controls,Y,28800
PM01,261,12/08/2005,0/1/00,replace carousel lock cylinder,WC1,1234.02.28,EXAMPLE,carousel load/lock cylinder,Z,28900
PM01,262,18/11/2005,0/1/00,feb 05 shutdown overrun,WC1,1234.02.29,EXAMPLE,drill truck mechanical  model1 NA,X,29000
PM01,263,13/08/2005,13/08/2005,crack inspection mast pivot point.,WC1,1234.02.30,EXAMPLE,mast,Y,29100
PM01,264,13/08/2005,0/1/00,jump start.,WC1,1234.02.31,EXAMPLE,electrical,Z,29200
PM01,265,5/07/2001,0/1/00,replace radio and new speakers,WC1,1234.02.32,EXAMPLE,am/fm radio,X,29300
PM01,266,14/08/2005,14/08/2005,unable to jack machine.,WC1,1234.02.33,EXAMPLE,hydraulics,Y,29400
PM01,267,14/08/2005,0/1/00,"blown ""o"" ring in relief valve",WC1,1234.02.34,EXAMPLE,pumps/valves/control,Z,29500
PM01,268,15/08/2005,15/08/2005,replace head postion switch,WC1,1234.02.35,EXAMPLE,electrical cables/controls,X,29600
PM01,269,13/09/2005,0/1/00,rectify engine flutter,WC1,1234.02.36,EXAMPLE,engine - main,Y,29700
PM01,270,3/10/2005,0/1/00,rectify electrical problems,WC1,1234.02.37,EXAMPLE,electrical,Z,29800
PM01,271,15/08/2005,0/1/00,replace holding valve cartridge,WC1,1234.02.38,EXAMPLE,pumps/valves/control,X,29900
PM01,272,15/08/2005,15/08/2005,replace murphy gauge,WC1,1234.02.39,EXAMPLE,cooling system,Y,30000
PM01,273,3/09/2005,0/1/00,replace ilde timmer,WC1,1234.02.40,EXAMPLE,electrical cables/controls,Z,30100
PM01,274,15/08/2005,0/1/00,replace duck bills,WC1,1234.01.01,EXAMPLE,induction & exhaust system,X,30200
PM01,275,6/10/2005,6/10/2005,fit air filter restiction gauge,WC1,1234.01.02,EXAMPLE,induction & exhaust system,Y,30300
PM01,276,15/08/2005,15/08/2005,feed pump suction line leaking,WC1,1234.01.03,EXAMPLE,hydraulic hoses & lines,Z,30400
PM01,277,15/08/2005,0/1/00,replace engine outer filters,WC1,1234.01.04,EXAMPLE,engine,X,30500
PM01,278,5/07/2001,0/1/00,tighten gearbox mount bolts,WC3,1234.01.05,EXAMPLE,carousel gearbox,Y,30600
PM01,279,16/08/2005,0/1/00,fit new load check valves to jack,WC1,1234.01.06,EXAMPLE,levelling jack cylinder - rear left,Z,30700
PM01,280,26/08/2005,17/08/2005,c/o lower compressor cooler hose .pirtek,WC1,1234.01.07,EXAMPLE,air piping,X,30800
PM01,281,28/09/2005,0/1/00,thomas & coffey to fit new water filters,WC1,1234.01.08,EXAMPLE,water injection system,Y,30900
PM01,282,16/08/2005,16/08/2005,engine keeps shutting down,WC1,1234.01.09,EXAMPLE,electrical,Z,31000
PM01,283,19/12/2005,0/1/00,crack in mast pivot shaft cab side,WC1,1234.01.10,EXAMPLE,mast,X,31100
PM01,284,5/07/2001,0/1/00,pipe in hole limit switch u/s,WC1,1234.01.11,EXAMPLE,electrical,Y,31200
PM01,285,17/08/2005,17/08/2005,unable to undo drill steels,WC1,1234.01.12,EXAMPLE,drill rods,Z,31300
PM01,286,5/07/2001,5/07/2001,cabin worklist.,WC1,1234.01.13,EXAMPLE,manufacturer6 - d40ksl overburden drill,X,31400
PM01,287,5/07/2001,0/1/00,replaced carousel hoses,WC1,1234.01.14,EXAMPLE,hydraulic hoses,Y,31500
PM01,288,17/08/2005,17/08/2005,change sub,WC1,1234.01.15,EXAMPLE,subs/adaptors,Z,31600
PM01,289,17/08/2005,0/1/00,mimdrill supply drill rods,WC1,1234.01.16,EXAMPLE,drill rods,X,31700
PM01,290,17/08/2005,17/08/2005,shutting down on dms panel,WC1,1234.01.17,EXAMPLE,drill protection package,Y,31800
PM01,291,18/08/2005,18/08/2005,reset  24-240v inverter trip,WC1,1234.01.18,EXAMPLE,240/415v alternator,Z,31900
PM01,292,18/08/2005,0/1/00,replace deck seal,WC1,1234.01.19,EXAMPLE,mast,X,32000
PM01,293,6/07/2001,6/07/2001,fuel filter light coming on,WC1,1234.01.20,EXAMPLE,fuel filters,Y,32100
PM01,294,6/07/2001,6/07/2001,r/h turbocharger u/s,WC1,1234.02.01,EXAMPLE,turbochargers,Z,32200
PM01,295,6/07/2001,0/1/00,low engine power,WC1,1234.02.02,EXAMPLE,engine,X,32300
PM01,296,18/08/2005,0/1/00,replace drive shaft grease nipples  comp,WC1,1234.02.03,EXAMPLE,pump drive transmission,Y,32400
PM01,297,22/08/2005,0/1/00,murphy gauge needs bleeding,WC1,1234.02.04,EXAMPLE,cooling system,Z,32500
PM01,298,18/08/2005,0/1/00,rotary head motor loose   bolts appeared,WC1,1234.02.05,EXAMPLE,rotary head gearbox,X,32600
PM01,299,19/08/2005,19/08/2005,broke wire on jack switch,WC1,1234.02.06,EXAMPLE,electrical,Y,32700
PM01,300,26/08/2005,26/08/2005,oil leak below acc pump,WC1,1234.02.07,EXAMPLE,hydraulic hoses & lines,Z,32800
PM01,301,26/08/2005,0/1/00,oil leaking between feed pump & box,WC1,1234.02.08,EXAMPLE,hydraulic pump - feed,X,32900
PM01,302,26/08/2005,0/1/00,l/h feed cylinder hose leaking,WC1,1234.02.09,EXAMPLE,hydraulic hoses & lines,Y,33000
PM01,303,26/08/2005,0/1/00,replace rotary speed cable u/s,WC1,1234.02.10,EXAMPLE,electrical,Z,33100
PM01,304,20/08/2005,20/08/2005,r/h rear jack creeping down,WC1,1234.02.11,EXAMPLE,levelling jack cylinder - rear right,X,33200
PM01,305,26/08/2005,20/08/2005,chain gaurd fell of,WC1,1234.02.12,EXAMPLE,chain guards,Y,33300
PM01,306,20/08/2005,20/08/2005,replace deck seal,WC1,1234.02.13,EXAMPLE,mast,Z,33400
PM01,307,21/08/2005,21/08/2005,light on top of cab loose,WC1,1234.02.14,EXAMPLE,24v lts & power,X,33500
PM01,308,22/08/2005,22/08/2005,murphy gauge reading high,WC1,1234.02.15,EXAMPLE,cooling system,Y,33600
PM01,309,22/08/2005,22/08/2005,compressor running low,WC1,1234.02.16,EXAMPLE,air compressor system,Z,33700
PM01,310,22/08/2005,22/08/2005,thread lube sytem not working,WC1,1234.02.17,EXAMPLE,frame,X,33800
PM01,311,22/08/2005,0/1/00,orings and pump sleeves,WC1,1234.02.18,EXAMPLE,oil - pump drive gearbox,Y,33900
PM01,312,22/08/2005,22/08/2005,machine will not walk,WC1,1234.02.19,EXAMPLE,electrical cables/controls,Z,34000
PM01,313,22/08/2005,22/08/2005,replace breakout fork,WC1,1234.02.20,EXAMPLE,breakout fork assembly,X,34100
PM01,314,23/08/2005,23/08/2005,replace holding blocks on breakout,WC1,1234.02.21,EXAMPLE,breakout fork assembly,Y,34200
PM01,315,8/09/2005,27/09/2005,replace rotary controller,WC1,1234.02.22,EXAMPLE,electrical cables/controls,Z,34300
PM01,316,23/08/2005,0/1/00,replace electronic level gauge,WC1,1234.02.23,EXAMPLE,electrical cables/controls,X,34400
PM01,317,28/08/2005,0/1/00,replace head up proximity switch,WC1,1234.02.24,EXAMPLE,electrical cables/controls,Y,34500
PM01,318,6/10/2005,0/1/00,replace water tank cap,WC1,1234.02.25,EXAMPLE,water injection system,Z,34600
PM01,319,28/08/2005,28/08/2005,replace murphy gauge,WC1,1234.02.26,EXAMPLE,electrical cables/controls,X,34700
PM01,320,23/08/2005,23/08/2005,weld crack l/h feed cylinder,WC1,1234.02.27,EXAMPLE,mast feed cylinder - left,Y,34800
PM01,321,23/08/2005,23/08/2005,won't tram -- jacks,WC1,1234.02.28,EXAMPLE,electrical cables/controls,Z,34900
PM01,322,23/08/2005,23/08/2005,cannot break stems,WC1,1234.02.29,EXAMPLE,drill rods,X,35000
PM01,323,6/10/2005,0/1/00,install level indircator,WC1,1234.02.30,EXAMPLE,vehicle body,Y,35100
PM01,324,23/08/2005,0/1/00,rotation controller u/s  send for repair,WC1,1234.02.31,EXAMPLE,electrical cables/controls,Z,35200
PM01,325,18/09/2005,16/10/2005,reposition hydraulic lines,WC1,1234.02.32,EXAMPLE,hydraulic hoses & lines,X,35300
PM01,326,28/08/2005,0/1/00,power step breather u/s needs replacing,WC1,1234.02.33,EXAMPLE,access stairs,Y,35400
PM01,327,28/08/2005,28/08/2005,adjust chains,WC1,1234.02.34,EXAMPLE,chain feed  pulldown,Z,35500
PM01,328,28/08/2005,16/10/2005,replace cab side dust curtain,WC1,1234.02.35,EXAMPLE,deck,X,35600
PM01,329,18/09/2005,0/1/00,mast lock packing shim missing,WC1,1234.02.36,EXAMPLE,mast,Y,35700
PM01,330,6/07/2001,30/07/2001,low power see text,WC1,1234.02.37,EXAMPLE,induction & exhaust,Z,35800
PM01,331,24/08/2005,24/08/2005,grease lube pump u/s,WC1,1234.02.38,EXAMPLE,grease lube system,X,35900
PM01,332,26/08/2005,26/08/2005,inverter needs to be secured down,WC1,1234.02.39,EXAMPLE,240v inverter,Y,36000
PM01,333,26/08/2005,14/09/2005,tidy up all 240 volt leads in cab,WC1,1234.02.40,EXAMPLE,electrical cables/controls,Z,36100
PM01,334,29/08/2005,30/08/2005,rectify various faults from shutdown,WC1,1234.01.01,EXAMPLE,drill truck mechanical  NA NA,X,36200
PM01,335,24/08/2005,24/08/2005,manufacturer30 depth counter not working.,WC1,1234.01.02,EXAMPLE,drill truck mechanical  NA NA,Y,36300
PM01,336,24/08/2005,24/08/2005,sand line winch u/s.,WC1,1234.01.03,EXAMPLE,rope winch,Z,36400
PM01,337,24/08/2005,24/08/2005,rotary head had uncontrolled movement,WC1,1234.01.04,EXAMPLE,hydraulics,X,36500
PM01,338,24/08/2005,24/08/2005,radiator leaking.,WC1,1234.01.05,EXAMPLE,radiator,Y,36600
PM01,339,24/08/2005,24/08/2005,air con not cold,WC1,1234.01.06,EXAMPLE,air conditioning system,Z,36700
PM01,340,24/08/2005,24/08/2005,depth counter not working,WC1,1234.01.07,EXAMPLE,manufacturer6 - NA overburden drill,X,36800
PM01,341,24/08/2005,24/08/2005,repair to front foot,WC1,1234.01.08,EXAMPLE,main frame,Y,36900
PM01,342,25/08/2005,24/08/2005,slap wrench alterations,WC1,1234.01.09,EXAMPLE,frame,Z,37000
PM01,343,24/08/2005,24/08/2005,rebiulding fork,WC1,1234.01.10,EXAMPLE,frame,X,37100
PM01,344,25/08/2005,0/1/00,2 lights out on top of the cab,WC1,1234.01.11,EXAMPLE,240v power,Y,37200
PM01,345,25/08/2005,25/08/2005,noisy air conditioner fan operation.,WC1,1234.01.12,EXAMPLE,electrical,Z,37300
PM01,346,25/08/2005,25/08/2005,faulty feed operation.,WC1,1234.01.13,EXAMPLE,electrical,X,37400
PM01,347,25/08/2005,0/1/00,replace mast handrails,WC1,1234.01.14,EXAMPLE,handrails,Y,37500
PM01,348,25/08/2005,25/08/2005,rotary head speed slow,WC1,1234.01.15,EXAMPLE,rotary head motors,Z,37600
PM01,349,25/08/2005,25/08/2005,replace engine outer air cleaners,WC1,1234.01.16,EXAMPLE,induction & exhaust system,X,37700
PM01,350,25/08/2005,25/08/2005,scope fuel problem,WC1,1234.01.17,EXAMPLE,fuel system,Y,37800
PM01,351,25/08/2005,25/08/2005,repaired crack on mast,WC1,1234.01.18,EXAMPLE,mast,Z,37900
PM01,352,6/07/2001,7/07/2001,check out fuel leak on fuel tank.,WC1,1234.01.19,EXAMPLE,fuel tank,X,38000
PM01,353,25/08/2005,26/08/2005,main pump gearbox - making oil.?,WC1,1234.01.20,EXAMPLE,pump drive gearbox front,Y,38100
PM01,354,7/07/2001,7/07/2001,repair faulty lights.,WC1,1234.02.01,EXAMPLE,24v lighting & power,Z,38200
PM01,355,7/07/2001,7/07/2001,reassemble after major mntce,WC1,1234.02.02,EXAMPLE,manufacturer6 - d40ksl overburden drill,X,38300
PM01,356,26/08/2005,26/08/2005,oil found in radiator,WC1,1234.02.03,EXAMPLE,radiator,Y,38400
PM01,357,26/08/2005,26/08/2005,leaking test fitting,WC1,1234.02.04,EXAMPLE,main pump left,Z,38500
PM01,358,26/08/2005,27/08/2005,camera's not working,WC1,1234.02.05,EXAMPLE,electrical,X,38600
PM01,359,27/08/2005,27/08/2005,change sub,WC1,1234.02.06,EXAMPLE,subs/adaptors,Y,38700
PM01,360,27/08/2005,27/08/2005,no rotation,WC1,1234.02.07,EXAMPLE,electrical cables/controls,Z,38800
PM01,361,27/08/2005,0/1/00,replace head slide adjusters.,WC1,1234.02.08,EXAMPLE,rotary head guides,X,38900
PM01,362,28/08/2005,28/08/2005,assist with undoing drill stems,WC1,1234.02.09,EXAMPLE,drill rods,Y,39000
PM01,363,28/08/2005,0/1/00,replace worn breakout dies,WC1,1234.02.10,EXAMPLE,drill tools,Z,39100
PM01,364,28/08/2005,28/08/2005,operator unable to undo sub,WC1,1234.02.11,EXAMPLE,subs/adaptors,X,39200
PM01,365,28/08/2005,0/1/00,check oil level,WC1,1234.02.12,EXAMPLE,oil - pump drive gearbox front,Y,39300
PM01,366,28/08/2005,0/1/00,bad sample change out oil,WC1,1234.02.13,EXAMPLE,oil - pump drive gearbox,Z,39400
PM01,367,28/08/2005,28/08/2005,regas a/c unit,WC1,1234.02.14,EXAMPLE,cab a/c compressor,X,39500
PM01,368,28/08/2005,28/08/2005,head creeping down,WC1,1234.02.15,EXAMPLE,hydraulics,Y,39600
PM01,369,28/08/2005,0/1/00,replace blown upper carousel hose,WC1,1234.02.16,EXAMPLE,motors & cylinders,Z,39700
PM01,370,29/08/2005,29/08/2005,replace deck bush,WC1,1234.02.17,EXAMPLE,deck assembly,X,39800
PM01,371,7/07/2001,7/07/2001,replaced  cup on positioner arm,WC1,1234.02.18,EXAMPLE,carousel,Y,39900
PM01,372,23/07/2001,0/1/00,replace broken bolts.,WC1,1234.02.19,EXAMPLE,rotary head guides,Z,40000
PM01,373,11/07/2001,8/07/2001,repair two lights,WC1,1234.02.20,EXAMPLE,415v lighting & power,X,40100
PM01,374,7/07/2001,5/07/2001,adjust limit switch / reset e.d.c.,WC1,1234.02.21,EXAMPLE,protection devices & alarms,Y,40200
PM01,375,12/09/2001,0/1/00,fit / adjust pipe holding wrench cups.,WC1,1234.02.22,EXAMPLE,breakout wrench,Z,40300
PM01,376,29/08/2005,0/1/00,replace viewing window.,WC1,1234.02.23,EXAMPLE,cab glass,X,40400
PM01,377,29/08/2005,0/1/00,replace level sensor,WC1,1234.02.24,EXAMPLE,electrical cables/controls,Y,40500
PM01,378,8/07/2001,5/07/2001,change fuel filter.,WC1,1234.02.25,EXAMPLE,fuel filters,Z,40600
PM01,379,29/08/2005,0/1/00,replace breather,WC1,1234.02.26,EXAMPLE,oil - pump drive gearbox front,X,40700
PM01,380,29/08/2005,29/08/2005,air not turning off all the way,WC1,1234.02.27,EXAMPLE,compressor control system,Y,40800
PM01,381,29/08/2005,30/08/2005,replace  light,WC1,1234.02.28,EXAMPLE,24v lts & power,Z,40900
PM01,382,8/07/2001,8/07/2001,fabricate cab step,WC2,1234.02.29,EXAMPLE,#NAME?,X,41000
PM01,383,30/08/2005,30/08/2005,fuel leak on r/h engine bank (text)monit,WC1,1234.02.30,EXAMPLE,fuel system,Y,41100
PM01,384,30/08/2005,30/08/2005,tool wrench would not come out,WC1,1234.02.31,EXAMPLE,tool wrench cylinder,Z,41200
PM01,385,30/08/2005,30/08/2005,oil leak have repaired,WC1,1234.02.32,EXAMPLE,air piping,X,41300
PM01,386,30/08/2005,30/08/2005,repair ruming blow down valve,WC1,1234.02.33,EXAMPLE,compressor control system,Y,41400
PM01,387,28/09/2005,0/1/00,replace rope,WC1,1234.02.34,EXAMPLE,rope winch,Z,41500
PM01,388,8/07/2001,8/07/2001,replace tool rench dies.,WC1,1234.02.35,EXAMPLE,drill tools & attachments,X,41600
PM01,389,21/09/2005,0/1/00,dust leak operators deck glass,WC1,1234.02.36,EXAMPLE,cab glass,Y,41700
PM01,390,8/07/2001,0/1/00,ram on positioner arm cups leaking.,WC1,1234.02.37,EXAMPLE,carousel load/swing cylinder,Z,41800
PM01,391,21/09/2005,22/09/2005,dust flaps not adjusting,WC1,1234.02.38,EXAMPLE,cooling system,X,41900
PM01,392,9/07/2001,9/07/2001,make up temporary cab light,WC1,1234.02.39,EXAMPLE,415v lighting & power,Y,42000
PM01,393,31/08/2005,0/1/00,replace feed stroker,WC1,1234.02.40,EXAMPLE,hydraulic pump - feed,Z,42100
PM01,394,11/07/2001,9/07/2001,machine mast guides,WC2,1234.01.01,EXAMPLE,#NAME?,X,42200
PM01,395,30/08/2005,0/1/00,replace failed video monitor,WC1,1234.01.02,EXAMPLE,operators cabin,Y,42300
PM01,396,30/08/2005,30/08/2005,assist mikeder electrical with tritronic,WC1,1234.01.03,EXAMPLE,electrical,Z,42400
PM01,397,31/08/2005,31/08/2005,a/c not working correctly,WC1,1234.01.04,EXAMPLE,air conditioning,X,42500
PM01,398,9/07/2001,9/07/2001,fit drill stems,WC1,1234.01.05,EXAMPLE,steels,Y,42600
